SalePrice,Id
160211.47,1807
179084.58,1808
168020.77,1809
255003.86,1810
205794.08,1811
175935.94,1812
140341.95,1813
169547.62,1814
174397.67,1815
172965.45,1816
182295.16,1817
169561.22,1818
177152.5,1819
230030.89,1820
149716.56,1821
174160.44,1822
170691.03,1823
174329.03,1824
192566.62,1825
151988.64,1826
179537.75,1827
178360.02,1828
181177.77,1829
186499.98,1830
177079.36,1831
178260.27,1832
170813.14,1833
183549.08,1834
186501.06,1835
170292.27,1836
170200.8,1837
240484.84,1838
205378.62,1839
182907.98,1840
167026.53,1841
177374.55,1842
186927.08,1843
169409.23,1844
235469.7,1845
172368.38,1846
166362.38,1847
182489.94,1848
182802.36,1849
238328.53,1850
170431.38,1851
202652.7,1852
173180.58,1853
171110.86,1854
163267.23,1855
170802.92,1856
157251.45,1857
174477.39,1858
161621.88,1859
175084.95,1860
184309.34,1861
188964.75,1862
170413.48,1863
221407.84,1864
174373.86,1865
187258.1,1866
169284.27,1867
171703.03,1868
219113.22,1869
199825.97,1870
169346.47,1871
168044.95,1872
175686.9,1873
170588.31,1874
212956.61,1875
185849.4,1876
175778.23,1877
235375.73,1878
153334.02,1879
164345.2,1880
188028.77,1881
193542.06,1882
150913.95,1883
227283.45,1884
176407.42,1885
179315.89,1886
210954.06,1887
174218.72,1888
186427.72,1889
186029.67,1890
149228.78,1891
172800.2,1892
169949.56,1893
176853.14,1894
165539.8,1895
180925.48,1896
163107.66,1897
171509.55,1898
167273.84,1899
172979.77,1900
248072.23,1901
183081.61,1902
173885.3,1903
183478.9,1904
188807.7,1905
184171.02,1906
198818.42,1907
189322.7,1908
168544.88,1909
174373.47,1910
169953.48,1911
216615.52,1912
182409.97,1913
174437.88,1914
185679.73,1915
176518.72,1916
171547.89,1917
217255.7,1918
169045.84,1919
155610.75,1920
180748.67,1921
166075.61,1922
172805.92,1923
174320.94,1924
170083.94,1925
178071.34,1926
183635.77,1927
175455.72,1928
186176.28,1929
178127.36,1930
179099.33,1931
207252.16,1932
193962.7,1933
218859.39,1934
181025.67,1935
156782.28,1936
183207.45,1937
266705.4,1938
195613.86,1939
184005.94,1940
225677.83,1941
201882.56,1942
169801.22,1943
184502.36,1944
166683.47,1945
164009.44,1946
169541.72,1947
189258.97,1948
223327.55,1949
166074.95,1950
179891.2,1951
177218.61,1952
174868.27,1953
180823.14,1954
169474.64,1955
160712.81,1956
297719.22,1957
177255.03,1958
175909.2,1959
172557.2,1960
183395.88,1961
177363.27,1962
176772.23,1963
200011.52,1964
176725.56,1965
175624.62,1966
191040.44,1967
175311.47,1968
172764.4,1969
171150.4,1970
174863.81,1971
185716.05,1972
176220.52,1973
166906.44,1974
172423.89,1975
213114.73,1976
198184.16,1977
216223.66,1978
176993.7,1979
200895.39,1980
162471.5,1981
175535.53,1982
172793.58,1983
226849.36,1984
186916.45,1985
168288.19,1986
245309.19,1987
171375.1,1988
239887.5,1989
184953.2,1990
180763.95,1991
175908.03,1992
165431.1,1993
180569.61,1994
168445.27,1995
177218.55,1996
173064.83,1997
185910.48,1998
181299.89,1999
206629.62,2000
201478.94,2001
186991.3,2002
170683.8,2003
172283.2,2004
202574.27,2005
173581.28,2006
175508.25,2007
176223.64,2008
197769.45,2009
181583.39,2010
175897.77,2011
192223.8,2012
163785.83,2013
203157.52,2014
173774.42,2015
178293.95,2016
151675.72,2017
173966.9,2018
179704.67,2019
188469.8,2020
187010.42,2021
168186.12,2022
185097.67,2023
206925.17,2024
172306.27,2025
220394.3,2026
192846.7,2027
217817.64,2028
176433.52,2029
184821.16,2030
176539.64,2031
183633.05,2032
183259.19,2033
171574.6,2034
168747.75,2035
180747.03,2036
176952.62,2037
183763.12,2038
177652.8,2039
180270.36,2040
204734.48,2041
177357.23,2042
252230.6,2043
174999.89,2044
217000.83,2045
174909.8,2046
178574.08,2047
175259.4,2048
174900.05,2049
179728.94,2050
240547.39,2051
176828.38,2052
170996.69,2053
179689.48,2054
204133.53,2055
178575.47,2056
188238.77,2057
186206.78,2058
175643.72,2059
189566.64,2060
173692.64,2061
185027.12,2062
187097.84,2063
185880.02,2064
198034.39,2065
165231.88,2066
181017.47,2067
257528.11,2068
177558.53,2069
212355.6,2070
180969.3,2071
193498.73,2072
171775.52,2073
168071.72,2074
172851.42,2075
179689.94,2076
176432.4,2077
203906.95,2078
212723.48,2079
174929.88,2080
226631.8,2081
172683.02,2082
185324.22,2083
184666.2,2084
162316.86,2085
167839.34,2086
187593.06,2087
200981.27,2088
190199.86,2089
178271.14,2090
181545.44,2091
191420.4,2092
181467.86,2093
175802.27,2094
235191.05,2095
173672.27,2096
181599.3,2097
175885.05,2098
181369.25,2099
184656.64,2100
177331.4,2101
251336.48,2102
177409.44,2103
190864.56,2104
173291.36,2105
178125.25,2106
157383.38,2107
172387.17,2108
167627.25,2109
182156.69,2110
180425.75,2111
176462.98,2112
165725.08,2113
211277.83,2114
152253.3,2115
180487.78,2116
175318.64,2117
175207.95,2118
189914.75,2119
179016.05,2120
265787.2,2121
179390.83,2122
177096.22,2123
222904.39,2124
195835.27,2125
217545.77,2126
186385.25,2127
185104.05,2128
175391.56,2129
184662.58,2130
178761.42,2131
179562.27,2132
196727.75,2133
174874.11,2134
190065.11,2135
179630.08,2136
178151.03,2137
214795.89,2138
181411.78,2139
181454.0,2140
182626.14,2141
191727.08,2142
189768.61,2143
181452.06,2144
183067.17,2145
178652.19,2146
164474.61,2147
196826.69,2148
194949.52,2149
175304.12,2150
368554.1,2151
235875.56,2152
177178.78,2153
186638.8,2154
161499.55,2155
170908.39,2156
174821.05,2157
166407.28,2158
187235.92,2159
196298.2,2160
177860.4,2161
232036.53,2162
176691.47,2163
196951.5,2164
165848.4,2165
270579.28,2166
193995.75,2167
181369.86,2168
180152.22,2169
172004.98,2170
177227.34,2171
184128.16,2172
176595.98,2173
165206.75,2174
171068.75,2175
205720.8,2176
163286.19,2177
211045.94,2178
181884.12,2179
185763.55,2180
176273.3,2181
179350.22,2182
184555.78,2183
191927.28,2184
177343.45,2185
192289.88,2186
189787.39,2187
188305.48,2188
175354.86,2189
181869.31,2190
163114.44,2191
192468.08,2192
182709.83,2193
182608.5,2194
172134.92,2195
182807.62,2196
179218.28,2197
163065.27,2198
178560.11,2199
172218.44,2200
181274.7,2201
179985.19,2202
185638.42,2203
184102.38,2204
212581.11,2205
194099.31,2206
208253.9,2207
188246.8,2208
176607.27,2209
176415.08,2210
158378.34,2211
197165.55,2212
189951.78,2213
177942.33,2214
186457.53,2215
179151.58,2216
180230.5,2217
191568.36,2218
221816.08,2219
178991.83,2220
168357.39,2221
186330.5,2222
206465.58,2223
191521.53,2224
191239.12,2225
186371.38,2226
168647.17,2227
190369.3,2228
330722.78,2229
181803.36,2230
178871.0,2231
176071.78,2232
180462.31,2233
204805.17,2234
195823.19,2235
193400.61,2236
182077.33,2237
190742.14,2238
183667.61,2239
188656.61,2240
186441.92,2241
187054.17,2242
160674.69,2243
173154.58,2244
179034.69,2245
183667.98,2246
181595.77,2247
179983.6,2248
189576.28,2249
188997.47,2250
180597.84,2251
186433.16,2252
195259.08,2253
185378.89,2254
182937.98,2255
181813.73,2256
177518.45,2257
260063.56,2258
185731.98,2259
177242.83,2260
172616.38,2261
186914.62,2262
249837.16,2263
184306.83,2264
178854.27,2265
183602.06,2266
169584.06,2267
183011.3,2268
177524.25,2269
185117.28,2270
179666.5,2271
183765.86,2272
184161.72,2273
172206.45,2274
197942.25,2275
182198.84,2276
190031.84,2277
184927.84,2278
192584.39,2279
189499.23,2280
178475.38,2281
183744.11,2282
188102.95,2283
190356.19,2284
203791.7,2285
174911.86,2286
198208.52,2287
226433.48,2288
163636.2,2289
175727.7,2290
154780.11,2291
180800.14,2292
192908.47,2293
184110.1,2294
178396.56,2295
181001.48,2296
171479.12,2297
175443.98,2298
182026.77,2299
171427.86,2300
177352.5,2301
179821.83,2302
194679.28,2303
171193.31,2304
190635.03,2305
180364.95,2306
181670.02,2307
246633.52,2308
181005.17,2309
180650.61,2310
199376.34,2311
187131.81,2312
187228.48,2313
200157.44,2314
183624.6,2315
184785.16,2316
185456.66,2317
168330.5,2318
222598.5,2319
186858.53,2320
184882.25,2321
185866.6,2322
185147.31,2323
188413.06,2324
184240.44,2325
195316.33,2326
185715.12,2327
200889.2,2328
181742.5,2329
180188.8,2330
188440.4,2331
182466.5,2332
184255.81,2333
179461.3,2334
216273.6,2335
178710.44,2336
192814.1,2337
185109.75,2338
180816.88,2339
184626.12,2340
186368.38,2341
185752.95,2342
171569.94,2343
180880.36,2344
192257.44,2345
189689.47,2346
180045.62,2347
220291.22,2348
182788.0,2349
182684.0,2350
188890.3,2351
183712.66,2352
188945.06,2353
186878.98,2354
189359.27,2355
181404.25,2356
183346.55,2357
209166.16,2358
181483.08,2359
180419.17,2360
179642.2,2361
189511.61,2362
192371.48,2363
180727.33,2364
183168.28,2365
199705.25,2366
188561.47,2367
184416.4,2368
173163.31,2369
184438.17,2370
172133.86,2371
177717.42,2372
181117.8,2373
178793.06,2374
172899.88,2375
179141.11,2376
178765.28,2377
180754.97,2378
177357.1,2379
181729.31,2380
180845.6,2381
168777.56,2382
200089.33,2383
189245.05,2384
178377.22,2385
198494.22,2386
184156.67,2387
191067.97,2388
184761.23,2389
188016.12,2390
181872.55,2391
191925.64,2392
198254.45,2393
190974.12,2394
176432.58,2395
184247.83,2396
185899.98,2397
187299.33,2398
189402.53,2399
199658.12,2400
182571.11,2401
196928.31,2402
183793.03,2403
172617.47,2404
181687.05,2405
185476.67,2406
193697.92,2407
183552.0,2408
176699.3,2409
183581.19,2410
182035.27,2411
181003.5,2412
181191.5,2413
184247.64,2414
186192.7,2415
172531.3,2416
186498.17,2417
176586.58,2418
200776.28,2419
182347.25,2420
250729.38,2421
192624.14,2422
192015.8,2423
189447.78,2424
162527.61,2425
182297.31,2426
187263.48,2427
176378.36,2428
186698.4,2429
184271.55,2430
194223.1,2431
183624.48,2432
182075.58,2433
191515.66,2434
201133.4,2435
178870.2,2436
166067.2,2437
181608.94,2438
187042.77,2439
185910.39,2440
212021.8,2441
181085.05,2442
186781.64,2443
190254.11,2444
186119.92,2445
189415.05,2446
194012.1,2447
181284.22,2448
190650.98,2449
190544.95,2450
178949.25,2451
184908.36,2452
165772.42,2453
197624.1,2454
175583.66,2455
184213.08,2456
192646.06,2457
184382.56,2458
178873.5,2459
182398.14,2460
175304.95,2461
200847.45,2462
194626.53,2463
199458.92,2464
187461.25,2465
199861.98,2466
166366.42,2467
193904.27,2468
182551.03,2469
180815.17,2470
182679.19,2471
166316.95,2472
181352.1,2473
186113.73,2474
187132.06,2475
183234.61,2476
170657.83,2477
160795.56,2478
198754.02,2479
178977.14,2480
180569.23,2481
184700.06,2482
199102.67,2483
232441.58,2484
183055.06,2485
181424.22,2486
204768.78,2487
184175.8,2488
169512.42,2489
191486.56,2490
218666.02,2491
207723.02,2492
199177.38,2493
182139.9,2494
182562.39,2495
203743.95,2496
186624.45,2497
156346.11,2498
172114.42,2499
202969.11,2500
183734.73,2501
193533.7,2502
198248.27,2503
227286.31,2504
198398.7,2505
237606.83,2506
185037.69,2507
191299.36,2508
183053.25,2509
183941.11,2510
182420.0,2511
191181.53,2512
190264.0,2513
186209.3,2514
181596.4,2515
194482.52,2516
174627.33,2517
185130.97,2518
192610.17,2519
176033.53,2520
181823.73,2521
185915.64,2522
182873.83,2523
188181.56,2524
195908.05,2525
175401.17,2526
181575.61,2527
202755.34,2528
182826.03,2529
185865.06,2530
174184.16,2531
179804.45,2532
171236.98,2533
180633.88,2534
182210.52,2535
166680.81,2536
183302.53,2537
183025.05,2538
185383.61,2539
183812.66,2540
183334.62,2541
192560.11,2542
187664.44,2543
180470.4,2544
187469.97,2545
172969.66,2546
189312.0,2547
198951.2,2548
169079.2,2549
185309.53,2550
169361.08,2551
197304.6,2552
188935.17,2553
182169.1,2554
185607.44,2555
180404.42,2556
183386.9,2557
183504.66,2558
188928.58,2559
182755.23,2560
183903.9,2561
189384.42,2562
187897.97,2563
170465.81,2564
207350.22,2565
162548.14,2566
175439.95,2567
183242.78,2568
198410.06,2569
190802.17,2570
194712.53,2571
181872.38,2572
184842.14,2573
180492.02,2574
198482.44,2575
176204.47,2576
183626.28,2577
186048.95,2578
185008.16,2579
183071.27,2580
190534.53,2581
184589.98,2582
180487.72,2583
174405.48,2584
184640.45,2585
195202.88,2586
183709.39,2587
191979.36,2588
184841.34,2589
184213.0,2590
185076.28,2591
183359.53,2592
189743.19,2593
190930.66,2594
182874.14,2595
187873.8,2596
179146.98,2597
187595.11,2598
186239.25,2599
183769.11,2600
185058.11,2601
210135.1,2602
184617.83,2603
181710.31,2604
171202.02,2605
182126.11,2606
178859.05,2607
178044.38,2608
183890.66,2609
182632.7,2610
184987.14,2611
184268.06,2612
180338.9,2613
181792.1,2614
162308.95,2615
187729.7,2616
177357.75,2617
184578.95,2618
189690.12,2619
173432.88,2620
196979.08,2621
183889.3,2622
185866.08,2623
185104.9,2624
166785.7,2625
203206.53,2626
164543.7,2627
186444.25,2628
294646.72,2629
191374.52,2630
185151.03,2631
179758.48,2632
205479.47,2633
181790.53,2634
212458.05,2635
189289.98,2636
183180.61,2637
184694.8,2638
185760.0,2639
189953.86,2640
206916.83,2641
305100.25,2642
189129.42,2643
172402.75,2644
184291.36,2645
164288.52,2646
181941.17,2647
189995.42,2648
198709.8,2649
178288.17,2650
203826.02,2651
187525.38,2652
173896.98,2653
176743.0,2654
179158.83,2655
194770.25,2656
181447.55,2657
181923.94,2658
185176.78,2659
184003.83,2660
191324.36,2661
186576.27,2662
187958.02,2663
187340.97,2664
196120.58,2665
186220.64,2666
203784.53,2667
190945.27,2668
208048.6,2669
188780.44,2670
199118.83,2671
183086.92,2672
185625.83,2673
187144.84,2674
184182.67,2675
194046.86,2676
181883.86,2677
181065.02,2678
169383.5,2679
184548.08,2680
190751.08,2681
188508.7,2682
202688.64,2683
170793.31,2684
189866.03,2685
194852.67,2686
183520.72,2687
206211.06,2688
181104.78,2689
178913.61,2690
190820.66,2691
190551.23,2692
190245.52,2693
192970.3,2694
179092.42,2695
204563.7,2696
196082.81,2697
190690.7,2698
170260.3,2699
194126.08,2700
193255.94,2701
189884.92,2702
195701.58,2703
186060.03,2704
188195.5,2705
179644.9,2706
187052.06,2707
182026.62,2708
184782.75,2709
206035.33,2710
194843.66,2711
187119.89,2712
188287.56,2713
192284.62,2714
184470.38,2715
197543.05,2716
179248.61,2717
190404.12,2718
189265.75,2719
180911.77,2720
186184.61,2721
187968.64,2722
177627.56,2723
169519.27,2724
169273.25,2725
165114.56,2726
200723.61,2727
254542.64,2728
186671.69,2729
189075.27,2730
185494.83,2731
186720.95,2732
183195.66,2733
184092.27,2734
186542.98,2735
177606.58,2736
184330.14,2737
195006.31,2738
182604.3,2739
173465.0,2740
186735.97,2741
188097.44,2742
188141.92,2743
195561.4,2744
185982.95,2745
191327.75,2746
174823.05,2747
202158.8,2748
198766.61,2749
189921.08,2750
167119.16,2751
181907.03,2752
186332.48,2753
185309.06,2754
191015.92,2755
190145.53,2756
187968.6,2757
189132.86,2758
189372.5,2759
178132.12,2760
193807.1,2761
194220.72,2762
204766.0,2763
206672.27,2764
180914.53,2765
186518.66,2766
189112.38,2767
188669.44,2768
199757.28,2769
183717.33,2770
212090.22,2771
220385.34,2772
185453.08,2773
191645.89,2774
193505.86,2775
172221.55,2776
204626.6,2777
185610.84,2778
173536.12,2779
184989.58,2780
200251.73,2781
181458.88,2782
192676.05,2783
178819.94,2784
179593.48,2785
185200.14,2786
198694.6,2787
180209.8,2788
178731.39,2789
186164.62,2790
186162.3,2791
188558.05,2792
178497.8,2793
192114.78,2794
190655.25,2795
180042.61,2796
192700.38,2797
186137.25,2798
186215.08,2799
190607.3,2800
191702.55,2801
195617.12,2802
190151.42,2803
183522.05,2804
192608.1,2805
188736.33,2806
185314.98,2807
195142.58,2808
190157.9,2809
174448.27,2810
189410.61,2811
242879.42,2812
186126.31,2813
184205.77,2814
186238.3,2815
188560.42,2816
170413.84,2817
200675.17,2818
181871.3,2819
187256.55,2820
163404.0,2821
190666.9,2822
182040.73,2823
173008.67,2824
183017.12,2825
163474.8,2826
184323.3,2827
191868.2,2828
187003.1,2829
191835.38,2830
189415.5,2831
217234.92,2832
197717.08,2833
171675.33,2834
182795.64,2835
185366.94,2836
177831.28,2837
190820.27,2838
186474.98,2839
208048.94,2840
178471.02,2841
183296.48,2842
186649.5,2843
185098.38,2844
200276.2,2845
190282.92,2846
204539.69,2847
188304.56,2848
168867.08,2849
178569.8,2850
185981.03,2851
167749.44,2852
190701.39,2853
190122.52,2854
170912.61,2855
188229.78,2856
190096.52,2857
171865.27,2858
185963.61,2859
176521.64,2860
188589.27,2861
164602.3,2862
186273.47,2863
200316.81,2864
187571.34,2865
187865.34,2866
189237.9,2867
184790.2,2868
177718.97,2869
184448.53,2870
187226.1,2871
207141.31,2872
179929.52,2873
201510.58,2874
196646.47,2875
187585.6,2876
188778.23,2877
191343.16,2878
187386.42,2879
188239.25,2880
184871.25,2881
192066.03,2882
186671.61,2883
192007.73,2884
196924.75,2885
190259.84,2886
187346.03,2887
191942.7,2888
185027.94,2889
185342.11,2890
186866.75,2891
174996.61,2892
190926.52,2893
187424.28,2894
187986.6,2895
213067.08,2896
191006.44,2897
183706.03,2898
186131.27,2899
185191.73,2900
202108.14,2901
185428.8,2902
183902.33,2903
187710.83,2904
184360.08,2905
202075.7,2906
190741.38,2907
177989.53,2908
171076.66,2909
184242.28,2910
189059.3,2911
192310.22,2912
193260.52,2913
182827.2,2914
203974.78,2915
195827.42,2916
190956.95,2917
167652.55,2918
186159.9,2919
